budget,revenue,popularity,runtime,vote_average,title,genres
158155630,131147961,73.3188,127,6.79,Movie 921,"[{""id"": 53, ""name"": ""Thriller""}]"
43758171,47497793,14.4002,103,5.1,Movie 922,"[{""id"": 16, ""name"": ""Animation""}]"
135285389,333732257,20.5663,178,4.76,Movie 923,"[{""id"": 53, ""name"": ""Thriller""}]"
108523287,317638492,18.8713,101,5.36,Movie 924,"[{""id"": 878, ""name"": ""Science Fiction""}]"
142802881,165178536,26.9846,179,5.05,Movie 925,"[{""id"": 27, ""name"": ""Horror""}]"
11466615,33936602,86.9488,125,7.4,Movie 928,"[{""id"": 12, ""name"": ""Adventure""}]"
35861938,42044441,30.4388,108,3.56,Movie 929,"[{""id"": 35, ""name"": ""Comedy""}]"
112023110,169987202,17.0913,114,8.71,Movie 930,"[{""id"": 12, ""name"": ""Adventure""}]"
87787694,239546284,67.8865,94,6.73,Movie 931,"[{""id"": 28, ""name"": ""Action""}]"
138184150,70101176,4.7705,139,7.24,Movie 932,"[{""id"": 35, ""name"": ""Comedy""}]"
51154221,30662602,62.3769,174,4.79,Movie 933,"[{""id"": 878, ""name"": ""Science Fiction""}]"
138926382,279266922,70.1216,121,5.47,Movie 934,"[{""id"": 28, ""name"": ""Action""}]"
131876923,365094721,22.2767,122,4.34,Movie 935,"[{""id"": 16, ""name"": ""Animation""}]"
192864812,211600018,5.1544,159,8.6,Movie 936,"[{""id"": 12, ""name"": ""Adventure""}]"
43573305,72946263,37.0009,153,5.93,Movie 937,"[{""id"": 10749, ""name"": ""Romance""}]"
179871077,292499735,10.7608,128,6.78,Movie 938,"[{""id"": 35, ""name"": ""Comedy""}]"
141090082,237373956,12.5313,143,7.41,Movie 939,"[{""id"": 16, ""name"": ""Animation""}]"
182974207,306364584,30.2513,143,7.32,Movie 941,"[{""id"": 53, ""name"": ""Thriller""}]"
83649048,135400234,53.4671,81,7.06,Movie 942,"[{""id"": 28, ""name"": ""Action""}]"
10810404,18223325,68.1608,103,7.23,Movie 943,"[{""id"": 878, ""name"": ""Science Fiction""}]"
87205129,172419243,59.6843,166,5.94,Movie 944,"[{""id"": 27, ""name"": ""Horror""}]"
7292518,13436600,15.6877,145,5.3,Movie 945,"[{""id"": 18, ""name"": ""Drama""}]"
42142200,111059025,18.0365,117,4.33,Movie 946,"[{""id"": 18, ""name"": ""Drama""}]"
122160976,76196947,87.9982,110,7.95,Movie 947,"[{""id"": 878, ""name"": ""Science Fiction""}]"
115694229,301940132,87.1238,108,5.67,Movie 949,"[{""id"": 10749, ""name"": ""Romance""}]"
152765117,253151641,61.8256,157,3.29,Movie 951,"[{""id"": 18, ""name"": ""Drama""}]"
197350488,315039705,52.8427,104,8.1,Movie 952,"[{""id"": 28, ""name"": ""Action""}]"
67689168,70821456,32.5932,127,8.99,Movie 953,"[{""id"": 53, ""name"": ""Thriller""}]"
131682380,196469073,47.5216,144,8.32,Movie 954,"[{""id"": 18, ""name"": ""Drama""}]"
134541075,82200483,50.7466,132,7.86,Movie 955,"[{""id"": 35, ""name"": ""Comedy""}]"
157637208,188306343,20.8763,146,5.25,Movie 956,"[{""id"": 16, ""name"": ""Animation""}]"
183984073,467633318,32.186,169,4.39,Movie 957,"[{""id"": 10749, ""name"": ""Romance""}]"
169239170,205017304,79.3496,97,7.41,Movie 958,"[{""id"": 35, ""name"": ""Comedy""}]"
181741265,332404530,36.6196,117,4.06,Movie 960,"[{""id"": 35, ""name"": ""Comedy""}]"
105884334,285851351,31.3903,166,7.72,Movie 961,"[{""id"": 10749, ""name"": ""Romance""}]"
94198563,182457801,20.3245,100,4.88,Movie 962,"[{""id"": 35, ""name"": ""Comedy""}]"
160371374,92080521,68.1706,144,8.49,Movie 963,"[{""id"": 16, ""name"": ""Animation""}]"
105544289,230989008,32.9869,100,8.04,Movie 964,"[{""id"": 12, ""name"": ""Adventure""}]"
104231399,63803574,98.7872,106,8.09,Movie 965,"[{""id"": 878, ""name"": ""Science Fiction""}]"
9411883,15308357,33.2428,149,7.63,Movie 966,"[{""id"": 53, ""name"": ""Thriller""}]"
12082322,34115242,40.0195,123,8.29,Movie 967,"[{""id"": 10749, ""name"": ""Romance""}]"
17203305,15706786,60.7301,179,7.83,Movie 968,"[{""id"": 35, ""name"": ""Comedy""}]"
146066408,215401339,80.3667,107,6.62,Movie 969,"[{""id"": 27, ""name"": ""Horror""}]"
108145828,251401282,47.4823,124,4.77,Movie 970,"[{""id"": 28, ""name"": ""Action""}]"
90838873,197788702,99.5681,119,8.04,Movie 972,"[{""id"": 35, ""name"": ""Comedy""}]"
194510719,222799022,2.0389,82,5.84,Movie 973,"[{""id"": 28, ""name"": ""Action""}]"
36555041,79928314,89.6115,155,3.23,Movie 974,"[{""id"": 12, ""name"": ""Adventure""}]"
188246519,233768123,15.7649,155,6.83,Movie 975,"[{""id"": 10749, ""name"": ""Romance""}]"
77658629,178309887,78.8066,145,3.3,Movie 976,"[{""id"": 10749, ""name"": ""Romance""}]"
186863908,539117850,62.1752,125,8.56,Movie 977,"[{""id"": 16, ""name"": ""Animation""}]"
33359860,76843891,34.8429,165,8.77,Movie 978,"[{""id"": 53, ""name"": ""Thriller""}]"
169716949,450972090,87.5136,166,4.14,Movie 979,"[{""id"": 18, ""name"": ""Drama""}]"
163490644,82605218,2.2778,109,7.06,Movie 980,"[{""id"": 878, ""name"": ""Science Fiction""}]"
120654085,276772062,23.4424,148,3.55,Movie 981,"[{""id"": 12, ""name"": ""Adventure""}]"
154250307,397035491,57.1224,88,7.38,Movie 982,"[{""id"": 28, ""name"": ""Action""}]"
165572509,99574784,35.8027,164,5.08,Movie 983,"[{""id"": 12, ""name"": ""Adventure""}]"
110039037,294793954,61.4274,90,7.09,Movie 984,"[{""id"": 16, ""name"": ""Animation""}]"
151732605,173238512,3.3869,148,5.24,Movie 985,"[{""id"": 10749, ""name"": ""Romance""}]"
94481782,204385849,12.5294,178,3.87,Movie 986,"[{""id"": 53, ""name"": ""Thriller""}]"
129050312,322740273,13.5825,170,5.44,Movie 987,"[{""id"": 28, ""name"": ""Action""}]"
77165878,166420661,19.7391,145,3.68,Movie 988,"[{""id"": 12, ""name"": ""Adventure""}]"
106275634,77656878,46.4738,167,6.46,Movie 989,"[{""id"": 10749, ""name"": ""Romance""}]"
79350878,157972029,75.4607,110,3.25,Movie 990,"[{""id"": 10749, ""name"": ""Romance""}]"
153028199,286768592,90.6483,112,6.16,Movie 991,"[{""id"": 27, ""name"": ""Horror""}]"
41636644,114534212,83.7019,118,8.32,Movie 992,"[{""id"": 18, ""name"": ""Drama""}]"
193752163,292681886,20.4919,173,8.03,Movie 993,"[{""id"": 12, ""name"": ""Adventure""}]"
93815365,122213533,44.6739,125,8.3,Movie 994,"[{""id"": 878, ""name"": ""Science Fiction""}]"
99164033,235477581,20.7417,116,8.53,Movie 995,"[{""id"": 12, ""name"": ""Adventure""}]"
58975251,90331702,27.1827,171,3.63,Movie 996,"[{""id"": 18, ""name"": ""Drama""}]"
138311963,292563057,50.8512,139,3.77,Movie 997,"[{""id"": 878, ""name"": ""Science Fiction""}]"
183087754,387436614,7.7428,110,6.34,Movie 998,"[{""id"": 18, ""name"": ""Drama""}]"
23763342,64638610,22.5993,90,8.36,Movie 999,"[{""id"": 28, ""name"": ""Action""}]"
20636869,41206276,93.6024,166,8.85,Movie 1000,"[{""id"": 16, ""name"": ""Animation""}]"
162349749,284986155,47.1455,81,3.28,Movie 1001,"[{""id"": 53, ""name"": ""Thriller""}]"
34942384,29602430,45.0933,106,5.13,Movie 1002,"[{""id"": 18, ""name"": ""Drama""}]"
198085687,156357751,2.4421,178,4.28,Movie 1003,"[{""id"": 27, ""name"": ""Horror""}]"
153025061,135550197,25.4926,81,7.54,Movie 1004,"[{""id"": 878, ""name"": ""Science Fiction""}]"
188446194,175183577,86.763,100,6.84,Movie 1005,"[{""id"": 10749, ""name"": ""Romance""}]"
133960449,315135676,42.0974,84,5.9,Movie 1007,"[{""id"": 27, ""name"": ""Horror""}]"
151481610,276450727,2.4188,131,7.11,Movie 1008,"[{""id"": 878, ""name"": ""Science Fiction""}]"
40138695,103258572,48.3552,124,7.67,Movie 1009,"[{""id"": 16, ""name"": ""Animation""}]"
169016921,503359106,3.0811,164,3.12,Movie 1010,"[{""id"": 18, ""name"": ""Drama""}]"
129759218,330890102,82.1413,172,8.34,Movie 1011,"[{""id"": 10749, ""name"": ""Romance""}]"
113023724,252857346,82.6605,99,6.42,Movie 1012,"[{""id"": 16, ""name"": ""Animation""}]"
84721515,155144728,78.9865,140,7.87,Movie 1013,"[{""id"": 16, ""name"": ""Animation""}]"
76495044,124085110,29.053,117,7.85,Movie 1014,"[{""id"": 12, ""name"": ""Adventure""}]"
131971033,93828890,83.8865,99,4.14,Movie 1015,"[{""id"": 18, ""name"": ""Drama""}]"
49014453,73444328,54.7568,104,3.66,Movie 1016,"[{""id"": 35, ""name"": ""Comedy""}]"
101727619,282328383,38.007,81,7.33,Movie 1017,"[{""id"": 16, ""name"": ""Animation""}]"
52569363,132477768,62.9077,111,3.94,Movie 1018,"[{""id"": 878, ""name"": ""Science Fiction""}]"
33686304,35038081,2.2218,105,8.1,Movie 1019,"[{""id"": 878, ""name"": ""Science Fiction""}]"
129161931,215250871,15.1531,149,7.36,Movie 1020,"[{""id"": 35, ""name"": ""Comedy""}]"
77362381,51713764,25.172,146,4.79,Movie 1022,"[{""id"": 12, ""name"": ""Adventure""}]"
166916991,245114507,60.2029,176,4.9,Movie 1023,"[{""id"": 18, ""name"": ""Drama""}]"
107472997,282611325,39.1252,80,7.03,Movie 1024,"[{""id"": 16, ""name"": ""Animation""}]"
81480036,123014049,85.6258,130,3.19,Movie 1025,"[{""id"": 10749, ""name"": ""Romance""}]"
27216317,18889120,95.2891,84,7.36,Movie 1026,"[{""id"": 16, ""name"": ""Animation""}]"
127111882,235962352,88.4729,92,8.01,Movie 1027,"[{""id"": 878, ""name"": ""Science Fiction""}]"
188432803,500167785,27.7914,98,5.49,Movie 1028,"[{""id"": 28, ""name"": ""Action""}]"
35970444,71067304,20.2221,91,7.59,Movie 1029,"[{""id"": 28, ""name"": ""Action""}]"
140970538,150231988,47.9691,127,4.05,Movie 1030,"[{""id"": 27, ""name"": ""Horror""}]"
135789378,198333836,1.7261,104,4.93,Movie 1031,"[{""id"": 53, ""name"": ""Thriller""}]"
104527089,169888756,3.5551,136,8.85,Movie 1032,"[{""id"": 10749, ""name"": ""Romance""}]"
73017911,142251003,55.7758,114,8.92,Movie 1033,"[{""id"": 27, ""name"": ""Horror""}]"
41435721,99378503,52.5245,155,6.08,Movie 1034,"[{""id"": 18, ""name"": ""Drama""}]"
4757974,3555082,99.4636,173,8.61,Movie 1035,"[{""id"": 16, ""name"": ""Animation""}]"
62119361,169221220,20.9823,84,6.14,Movie 1036,"[{""id"": 35, ""name"": ""Comedy""}]"
43321932,22994166,26.5523,177,4.75,Movie 1037,"[{""id"": 53, ""name"": ""Thriller""}]"
109955219,156700573,12.2405,101,4.6,Movie 1038,"[{""id"": 28, ""name"": ""Action""}]"
20931456,11900595,91.8368,156,8.58,Movie 1039,"[{""id"": 27, ""name"": ""Horror""}]"
60376958,89504949,78.0033,136,4.03,Movie 1040,"[{""id"": 878, ""name"": ""Science Fiction""}]"
44928336,79936651,90.3736,133,6.33,Movie 1042,"[{""id"": 878, ""name"": ""Science Fiction""}]"
143329802,131013596,52.9651,82,7.44,Movie 1043,"[{""id"": 10749, ""name"": ""Romance""}]"
154185166,326001602,45.6681,132,6,Movie 1044,"[{""id"": 53, ""name"": ""Thriller""}]"
147356119,90174006,33.7088,163,4.63,Movie 1045,"[{""id"": 16, ""name"": ""Animation""}]"
188268645,452742234,59.3322,110,4.02,Movie 1046,"[{""id"": 27, ""name"": ""Horror""}]"
159230518,456451967,45.9736,148,6.72,Movie 1047,"[{""id"": 16, ""name"": ""Animation""}]"
191221730,258038822,45.705,167,7.31,Movie 1048,"[{""id"": 12, ""name"": ""Adventure""}]"
157200541,281876047,93.7559,112,6.42,Movie 1049,"[{""id"": 10749, ""name"": ""Romance""}]"
190834334,276189893,98.4191,151,7.43,Movie 1050,"[{""id"": 10749, ""name"": ""Romance""}]"
165185668,85363984,79.852,167,3.85,Movie 1051,"[{""id"": 27, ""name"": ""Horror""}]"
78822269,115449894,75.9191,129,8.29,Movie 1052,"[{""id"": 12, ""name"": ""Adventure""}]"
119227179,295600022,68.3753,163,6.49,Movie 1053,"[{""id"": 18, ""name"": ""Drama""}]"
144959985,288466326,17.4414,95,3.76,Movie 1054,"[{""id"": 12, ""name"": ""Adventure""}]"
187261879,141036244,6.8515,155,5.77,Movie 1055,"[{""id"": 18, ""name"": ""Drama""}]"
4609736,12067591,69.3819,156,8.07,Movie 1056,"[{""id"": 10749, ""name"": ""Romance""}]"
19161634,49902804,5.6503,168,4.59,Movie 1058,"[{""id"": 18, ""name"": ""Drama""}]"
18163810,35429488,92.8771,125,7.27,Movie 1059,"[{""id"": 28, ""name"": ""Action""}]"
147443583,280027965,10.0229,175,3.6,Movie 1060,"[{""id"": 12, ""name"": ""Adventure""}]"
52424149,40007382,29.3042,167,3.2,Movie 1061,"[{""id"": 35, ""name"": ""Comedy""}]"
126966143,116605621,67.5666,126,6.36,Movie 1062,"[{""id"": 35, ""name"": ""Comedy""}]"
136353692,399524927,17.8174,123,7.17,Movie 1063,"[{""id"": 27, ""name"": ""Horror""}]"
67318090,198159569,33.7835,166,5.04,Movie 1065,"[{""id"": 18, ""name"": ""Drama""}]"
195421608,357578895,76.8312,129,3.04,Movie 1066,"[{""id"": 27, ""name"": ""Horror""}]"
3155748,2649164,41.9542,156,5.88,Movie 1067,"[{""id"": 28, ""name"": ""Action""}]"
61676365,46149679,65.6443,139,3.1,Movie 1068,"[{""id"": 28, ""name"": ""Action""}]"
55256930,155498157,3.1996,94,4.96,Movie 1070,"[{""id"": 35, ""name"": ""Comedy""}]"
169645332,260469296,98.8655,115,5.62,Movie 1071,"[{""id"": 16, ""name"": ""Animation""}]"
9910852,14753152,5.1014,142,4.68,Movie 1072,"[{""id"": 16, ""name"": ""Animation""}]"
173645754,222790220,96.8125,148,6.49,Movie 1073,"[{""id"": 878, ""name"": ""Science Fiction""}]"
38617741,33506861,55.4366,165,3.33,Movie 1074,"[{""id"": 28, ""name"": ""Action""}]"
100065241,172074989,96.3527,159,3.87,Movie 1075,"[{""id"": 18, ""name"": ""Drama""}]"
142158973,117298134,12.3606,120,7.17,Movie 1076,"[{""id"": 18, ""name"": ""Drama""}]"
199987907,517708813,49.5504,153,3.85,Movie 1077,"[{""id"": 16, ""name"": ""Animation""}]"
16876696,24066041,17.7809,103,6.84,Movie 1078,"[{""id"": 35, ""name"": ""Comedy""}]"
10451244,15018530,6.0465,161,3.33,Movie 1079,"[{""id"": 27, ""name"": ""Horror""}]"
111838825,188450217,62.1354,128,5.44,Movie 1080,"[{""id"": 16, ""name"": ""Animation""}]"
75926168,122265372,21.5706,97,4.06,Movie 1081,"[{""id"": 27, ""name"": ""Horror""}]"
18606951,55581659,59.182,86,3.66,Movie 1082,"[{""id"": 12, ""name"": ""Adventure""}]"
63056263,117502370,12.1241,83,6.4,Movie 1083,"[{""id"": 16, ""name"": ""Animation""}]"
8021862,5779785,33.8667,169,8.57,Movie 1084,"[{""id"": 53, ""name"": ""Thriller""}]"
9351245,8219377,44.2681,139,5.53,Movie 1086,"[{""id"": 35, ""name"": ""Comedy""}]"
106945887,61744578,63.1468,134,7.25,Movie 1087,"[{""id"": 35, ""name"": ""Comedy""}]"
109146354,319455593,65.0983,95,5.78,Movie 1088,"[{""id"": 12, ""name"": ""Adventure""}]"
171858336,418276934,84.5317,178,7.84,Movie 1089,"[{""id"": 16, ""name"": ""Animation""}]"
6345854,18721998,33.1674,169,4.08,Movie 1090,"[{""id"": 10749, ""name"": ""Romance""}]"
12683982,21495495,69.0423,161,8.76,Movie 1091,"[{""id"": 18, ""name"": ""Drama""}]"
65365536,119661015,96.2,108,5.31,Movie 1092,"[{""id"": 27, ""name"": ""Horror""}]"
193039576,177759024,73.2941,102,5.05,Movie 1093,"[{""id"": 28, ""name"": ""Action""}]"
185092816,206798385,49.4972,93,8.25,Movie 1094,"[{""id"": 18, ""name"": ""Drama""}]"
106546976,276635695,63.441,158,6.38,Movie 1095,"[{""id"": 53, ""name"": ""Thriller""}]"
71790126,99821594,74.2286,128,6.1,Movie 1096,"[{""id"": 878, ""name"": ""Science Fiction""}]"
39187510,100595805,61.6153,112,7.36,Movie 1097,"[{""id"": 35, ""name"": ""Comedy""}]"
137826817,313216170,2.6509,104,6.48,Movie 1098,"[{""id"": 878, ""name"": ""Science Fiction""}]"
188058125,177325142,20.2826,100,3.98,Movie 1099,"[{""id"": 878, ""name"": ""Science Fiction""}]"
18691444,33057985,81.2364,96,7.05,Movie 1100,"[{""id"": 878, ""name"": ""Science Fiction""}]"
179350183,195060010,73.4246,136,7.84,Movie 1102,"[{""id"": 27, ""name"": ""Horror""}]"
185036390,476787203,37.8399,160,8.94,Movie 1103,"[{""id"": 35, ""name"": ""Comedy""}]"
88255618,80586657,7.7294,93,5.67,Movie 1105,"[{""id"": 12, ""name"": ""Adventure""}]"
12630982,24724655,18.9413,172,3.28,Movie 1106,"[{""id"": 10749, ""name"": ""Romance""}]"
185894642,557550920,95.7625,99,3.08,Movie 1107,"[{""id"": 16, ""name"": ""Animation""}]"
97231367,85204209,89.1237,109,8.53,Movie 1108,"[{""id"": 53, ""name"": ""Thriller""}]"
27704425,70421665,65.5752,98,3.77,Movie 1109,"[{""id"": 10749, ""name"": ""Romance""}]"
62298111,63436453,46.5048,132,5.67,Movie 1110,"[{""id"": 10749, ""name"": ""Romance""}]"
180232243,442645130,67.9004,135,7.89,Movie 1111,"[{""id"": 878, ""name"": ""Science Fiction""}]"
190086734,444127162,62.2424,156,8.34,Movie 1112,"[{""id"": 27, ""name"": ""Horror""}]"
16586926,20753951,57.2867,161,6.12,Movie 1113,"[{""id"": 10749, ""name"": ""Romance""}]"
144714291,190235299,6.8585,102,6.39,Movie 1114,"[{""id"": 53, ""name"": ""Thriller""}]"
82143014,203821746,63.6475,141,7.02,Movie 1115,"[{""id"": 878, ""name"": ""Science Fiction""}]"
46745050,77298258,77.1231,112,8.77,Movie 1116,"[{""id"": 12, ""name"": ""Adventure""}]"
166773731,388089988,99.4141,97,6.62,Movie 1117,"[{""id"": 27, ""name"": ""Horror""}]"
115567717,100539333,2.0968,152,6.36,Movie 1118,"[{""id"": 28, ""name"": ""Action""}]"
11321336,29790900,73.2872,112,3.09,Movie 1119,"[{""id"": 35, ""name"": ""Comedy""}]"
84667964,192806886,57.6071,111,3.49,Movie 1120,"[{""id"": 878, ""name"": ""Science Fiction""}]"
123715546,342365084,43.9712,140,6.46,Movie 1121,"[{""id"": 10749, ""name"": ""Romance""}]"
78859104,65526470,13.6294,133,8.62,Movie 1122,"[{""id"": 18, ""name"": ""Drama""}]"
145020733,287508860,41.4994,96,8.2,Movie 1123,"[{""id"": 18, ""name"": ""Drama""}]"
32738453,45298621,30.9802,170,6.17,Movie 1125,"[{""id"": 28, ""name"": ""Action""}]"
54509641,32430723,70.3718,178,8.04,Movie 1127,"[{""id"": 28, ""name"": ""Action""}]"
20908425,39167882,93.9278,163,5.03,Movie 1129,"[{""id"": 53, ""name"": ""Thriller""}]"
128052640,82511055,35.6356,104,5.82,Movie 1130,"[{""id"": 878, ""name"": ""Science Fiction""}]"
174585525,384418074,25.1364,147,8.15,Movie 1131,"[{""id"": 10749, ""name"": ""Romance""}]"
38612325,64365015,65.9344,153,4.79,Movie 1132,"[{""id"": 12, ""name"": ""Adventure""}]"
157686220,92428274,20.6826,153,8.54,Movie 1133,"[{""id"": 878, ""name"": ""Science Fiction""}]"
17413486,50917369,32.186,167,4.38,Movie 1134,"[{""id"": 35, ""name"": ""Comedy""}]"
146823971,421793019,23.2356,164,7.5,Movie 1135,"[{""id"": 53, ""name"": ""Thriller""}]"
84752812,151051211,7.8462,90,6.78,Movie 1136,"[{""id"": 28, ""name"": ""Action""}]"
11688727,8581641,82.9224,170,7.5,Movie 1137,"[{""id"": 28, ""name"": ""Action""}]"
179060211,427336693,26.1995,95,5.62,Movie 1138,"[{""id"": 12, ""name"": ""Adventure""}]"
96723191,167314459,47.8297,169,8.6,Movie 1139,"[{""id"": 35, ""name"": ""Comedy""}]"
10828366,13601712,5.2882,140,6.79,Movie 1140,"[{""id"": 35, ""name"": ""Comedy""}]"
108019524,195095181,33.7255,159,6.83,Movie 1142,"[{""id"": 10749, ""name"": ""Romance""}]"
180320878,343832108,74.7289,86,4.72,Movie 1143,"[{""id"": 53, ""name"": ""Thriller""}]"
146836355,235387382,41.8279,95,4.76,Movie 1144,"[{""id"": 10749, ""name"": ""Romance""}]"
150261131,302684257,20.3798,178,5.4,Movie 1145,"[{""id"": 35, ""name"": ""Comedy""}]"
94982380,265650213,51.8043,95,8.11,Movie 1146,"[{""id"": 28, ""name"": ""Action""}]"
140743361,197838750,13.92,119,6,Movie 1147,"[{""id"": 53, ""name"": ""Thriller""}]"
53411802,123610461,44.6134,91,7.07,Movie 1148,"[{""id"": 28, ""name"": ""Action""}]"
70353566,192496600,32.4132,114,5.35,Movie 1149,"[{""id"": 53, ""name"": ""Thriller""}]"
13920739,27915153,69.7077,122,6.62,Movie 1152,"[{""id"": 18, ""name"": ""Drama""}]"
184500067,365036500,19.0924,179,8.6,Movie 1153,"[{""id"": 18, ""name"": ""Drama""}]"
124175705,312484853,32.5855,96,4.22,Movie 1154,"[{""id"": 35, ""name"": ""Comedy""}]"
8726890,14758990,42.1359,111,3.88,Movie 1155,"[{""id"": 18, ""name"": ""Drama""}]"
157892442,472146933,90.8935,120,8.13,Movie 1156,"[{""id"": 878, ""name"": ""Science Fiction""}]"
143575684,93134519,25.0152,85,7.09,Movie 1157,"[{""id"": 12, ""name"": ""Adventure""}]"
144669065,180270281,11.3629,99,7.8,Movie 1160,"[{""id"": 28, ""name"": ""Action""}]"
129953191,143072741,13.7311,104,5.72,Movie 1161,"[{""id"": 35, ""name"": ""Comedy""}]"
90729573,116110962,57.8112,145,7.02,Movie 1162,"[{""id"": 12, ""name"": ""Adventure""}]"
172158661,196281345,7.0293,88,4.91,Movie 1163,"[{""id"": 53, ""name"": ""Thriller""}]"
112030983,64639090,4.0622,171,5.29,Movie 1164,"[{""id"": 28, ""name"": ""Action""}]"
106251630,311193238,71.727,132,8.94,Movie 1165,"[{""id"": 27, ""name"": ""Horror""}]"
163906457,172407255,36.8031,140,4.49,Movie 1166,"[{""id"": 18, ""name"": ""Drama""}]"
43019117,100452839,13.4122,117,6.04,Movie 1167,"[{""id"": 28, ""name"": ""Action""}]"
122768331,295440882,26.1077,82,8.07,Movie 1168,"[{""id"": 28, ""name"": ""Action""}]"
159279897,449670005,64.5666,163,4.44,Movie 1169,"[{""id"": 878, ""name"": ""Science Fiction""}]"
102918860,59319718,28.2781,149,5.49,Movie 1170,"[{""id"": 12, ""name"": ""Adventure""}]"
26291709,47800047,13.0478,134,5.89,Movie 1172,"[{""id"": 28, ""name"": ""Action""}]"
165474065,344411145,59.2213,80,5.76,Movie 1173,"[{""id"": 35, ""name"": ""Comedy""}]"
26836512,56656591,32.2917,149,5.18,Movie 1174,"[{""id"": 18, ""name"": ""Drama""}]"
78782638,200855903,63.0699,124,6.52,Movie 1175,"[{""id"": 12, ""name"": ""Adventure""}]"
166766759,222386525,81.0311,177,6.75,Movie 1176,"[{""id"": 28, ""name"": ""Action""}]"
131837162,307527052,61.553,126,6.92,Movie 1177,"[{""id"": 18, ""name"": ""Drama""}]"
171564587,312495506,30.279,158,3.42,Movie 1178,"[{""id"": 878, ""name"": ""Science Fiction""}]"
12309411,30570238,26.3186,105,6.79,Movie 1179,"[{""id"": 10749, ""name"": ""Romance""}]"
188907055,562256362,33.4147,93,8.72,Movie 1180,"[{""id"": 18, ""name"": ""Drama""}]"
40302467,40368061,17.2974,133,6.25,Movie 1181,"[{""id"": 27, ""name"": ""Horror""}]"
173162180,517169907,18.936,150,7.29,Movie 1182,"[{""id"": 10749, ""name"": ""Romance""}]"
99881316,72367048,79.2784,125,6.34,Movie 1183,"[{""id"": 27, ""name"": ""Horror""}]"
85776775,43385366,39.0885,110,8.13,Movie 1184,"[{""id"": 53, ""name"": ""Thriller""}]"
114246334,69736515,44.1635,167,8.58,Movie 1185,"[{""id"": 35, ""name"": ""Comedy""}]"
119279273,161558528,59.8109,138,4.11,Movie 1186,"[{""id"": 35, ""name"": ""Comedy""}]"
92253744,192096818,59.3757,174,5.62,Movie 1187,"[{""id"": 878, ""name"": ""Science Fiction""}]"
60220571,40502781,7.6703,108,5.35,Movie 1188,"[{""id"": 28, ""name"": ""Action""}]"
190902201,98155141,83.3225,175,5.43,Movie 1189,"[{""id"": 10749, ""name"": ""Romance""}]"
28580296,81245995,18.5553,96,3.75,Movie 1190,"[{""id"": 878, ""name"": ""Science Fiction""}]"
64655986,165184185,72.5841,93,7.88,Movie 1191,"[{""id"": 27, ""name"": ""Horror""}]"
180301837,454893949,77.4944,115,3.21,Movie 1192,"[{""id"": 27, ""name"": ""Horror""}]"
120999784,328037757,71.7751,137,6.17,Movie 1193,"[{""id"": 10749, ""name"": ""Romance""}]"
154271050,347123080,58.3188,103,6.97,Movie 1194,"[{""id"": 27, ""name"": ""Horror""}]"
175034265,262157652,36.6772,170,8.44,Movie 1196,"[{""id"": 12, ""name"": ""Adventure""}]"
114378925,263972114,60.8791,104,8.03,Movie 1197,"[{""id"": 28, ""name"": ""Action""}]"
108334614,130092121,39.3577,138,5.83,Movie 1198,"[{""id"": 35, ""name"": ""Comedy""}]"
197889400,439020782,86.4845,111,5.47,Movie 1199,"[{""id"": 18, ""name"": ""Drama""}]"
85380672,47919570,31.5714,161,4.42,Movie 1200,"[{""id"": 18, ""name"": ""Drama""}]"
81908854,103642823,30.0599,97,7.38,Movie 1201,"[{""id"": 53, ""name"": ""Thriller""}]"
172350386,322782256,27.3338,116,3.79,Movie 1202,"[{""id"": 53, ""name"": ""Thriller""}]"
124589543,259174228,33.9453,105,7.08,Movie 1203,"[{""id"": 12, ""name"": ""Adventure""}]"
195967438,380686670,56.1831,88,8.05,Movie 1204,"[{""id"": 18, ""name"": ""Drama""}]"
104090836,233620503,70.9945,178,4.37,Movie 1205,"[{""id"": 53, ""name"": ""Thriller""}]"
19492846,10043140,66.5942,143,8.2,Movie 1206,"[{""id"": 16, ""name"": ""Animation""}]"
98483912,74094666,80.9641,151,3.2,Movie 1207,"[{""id"": 16, ""name"": ""Animation""}]"
78652169,210186959,88.7055,99,8.48,Movie 1208,"[{""id"": 35, ""name"": ""Comedy""}]"
163306360,359987903,81.7918,133,3.71,Movie 1209,"[{""id"": 10749, ""name"": ""Romance""}]"
178045145,463840735,73.8559,162,4.5,Movie 1211,"[{""id"": 12, ""name"": ""Adventure""}]"
91190760,100818502,21.6316,109,8.02,Movie 1212,"[{""id"": 18, ""name"": ""Drama""}]"
100508798,170427714,14.1599,132,6.07,Movie 1213,"[{""id"": 53, ""name"": ""Thriller""}]"
170670899,147287497,64.2104,171,3.81,Movie 1214,"[{""id"": 18, ""name"": ""Drama""}]"
161612888,367713786,32.6546,178,6.43,Movie 1215,"[{""id"": 28, ""name"": ""Action""}]"
193653386,419673234,6.6546,142,5.45,Movie 1216,"[{""id"": 10749, ""name"": ""Romance""}]"
146367425,150433684,14.6253,90,6.97,Movie 1217,"[{""id"": 35, ""name"": ""Comedy""}]"
148975377,223949479,90.4191,128,5.46,Movie 1219,"[{""id"": 16, ""name"": ""Animation""}]"
187636634,165274845,21.7361,173,3.09,Movie 1221,"[{""id"": 27, ""name"": ""Horror""}]"
